Perijove time (UTC): 2016/07/05 02:47:38 - In Florida 2016/07/04 22:47:38 
florida: From 2016/07/04 20:23:10 to 2016/07/04 23:59:54
florida: From 2016/12/15 02:08:07 to 2016/12/15 07:06:23
cerra: From 2016/12/15 03:00:41 to 2016/12/15 06:35:54 - In Florida: 2016/12/15 01:00:41 to 2016/12/15 04:35:54
arizona: From 2016/12/15 02:15:58 to 2016/12/15 07:21:35 - In Florida: 2016/12/15 04:15:58 to 2016/12/15 09:21:35
canary: From 2016/12/15 02:52:38 to 2016/12/15 07:50:32 - In Florida: 2016/12/14 21:52:38 to 2016/12/15 02:50:32

Perijove time (UTC): 2016/12/28 13:47:35 - In Florida 2016/12/28 08:47:35 
florida: From 2016/12/29 01:21:10 to 2016/12/29 07:12:59
cerra: From 2016/12/29 02:10:53 to 2016/12/29 06:43:06 - In Florida: 2016/12/29 00:10:53 to 2016/12/29 04:43:06
arizona: From 2016/12/27 17:31:59 to 2016/12/28 13:01:22 - In Florida: 2016/12/27 19:31:59 to 2016/12/28 15:01:22
canary: From 2016/12/29 02:05:42 to 2016/12/29 07:57:12 - In Florida: 2016/12/28 21:05:42 to 2016/12/29 02:57:12

Perijove time (UTC): 2017/01/11 13:59:37 - In Florida 2017/01/11 08:59:37 
florida: From 2017/01/12 00:32:05 to 2017/01/12 07:15:04
cerra: From 2017/01/12 01:19:48 to 2017/01/12 06:53:51 - In Florida: 2017/01/11 23:19:48 to 2017/01/12 04:53:51
arizona: From 2017/01/10 17:42:41 to 2017/01/11 12:10:15 - In Florida: 2017/01/10 19:42:41 to 2017/01/11 14:10:15
canary: From 2017/01/12 01:16:39 to 2017/01/12 07:59:18 - In Florida: 2017/01/11 20:16:39 to 2017/01/12 02:59:18

Perijove time (UTC): 2017/01/25 12:57:12 - In Florida 2017/01/25 07:57:12 
florida: From 2017/01/25 23:40:32 to 2017/01/26 07:12:01
cerra: From 2017/01/26 00:27:11 to 2017/01/26 07:06:11 - In Florida: 2017/01/25 22:27:11 to 2017/01/26 05:06:11
arizona: From 2017/01/24 17:55:20 to 2017/01/25 11:17:39 - In Florida: 2017/01/24 19:55:20 to 2017/01/25 13:17:39
canary: From 2017/01/26 00:25:09 to 2017/01/26 07:56:15 - In Florida: 2017/01/25 19:25:09 to 2017/01/26 02:56:15

Perijove time (UTC): 2017/02/08 11:54:47 - In Florida 2017/02/08 06:54:47 
florida: From 2017/02/07 18:07:53 to 2017/02/08 10:20:38
cerra: From 2017/02/08 23:32:53 to 2017/02/09 07:18:25 - In Florida: 2017/02/08 21:32:53 to 2017/02/09 05:18:25
arizona: From 2017/02/07 18:08:12 to 2017/02/08 10:23:23 - In Florida: 2017/02/07 20:08:12 to 2017/02/08 12:23:23
canary: From 2017/02/08 23:30:56 to 2017/02/09 07:48:23 - In Florida: 2017/02/08 18:30:56 to 2017/02/09 02:48:23

Perijove time (UTC): 2017/02/22 10:52:21 - In Florida 2017/02/22 05:52:21 
florida: From 2017/02/21 18:17:57 to 2017/02/22 09:24:35
cerra: From 2017/02/22 22:36:48 to 2017/02/23 07:29:34 - In Florida: 2017/02/22 20:36:48 to 2017/02/23 05:29:34
arizona: From 2017/02/21 18:20:11 to 2017/02/22 09:27:24 - In Florida: 2017/02/21 20:20:11 to 2017/02/22 11:27:24
canary: From 2017/02/22 22:33:56 to 2017/02/23 07:36:36 - In Florida: 2017/02/22 17:33:56 to 2017/02/23 02:36:36

Perijove time (UTC): 2017/03/08 09:12:44 - In Florida 2017/03/08 04:12:44 
florida: From 2017/03/07 18:26:48 to 2017/03/08 08:26:49
cerra: From 2017/03/07 20:09:39 to 2017/03/08 10:19:17 - In Florida: 2017/03/07 18:09:39 to 2017/03/08 08:19:17
arizona: From 2017/03/07 18:31:03 to 2017/03/08 08:29:47 - In Florida: 2017/03/07 20:31:03 to 2017/03/08 10:29:47
canary: From 2017/03/08 21:34:20 to 2017/03/09 07:22:09 - In Florida: 2017/03/08 16:34:20 to 2017/03/09 02:22:09

Perijove time (UTC): 2017/03/22 08:10:19 - In Florida 2017/03/22 04:10:19 
florida: From 2017/03/21 19:34:41 to 2017/03/22 08:27:39
cerra: From 2017/03/21 19:52:53 to 2017/03/22 09:17:33 - In Florida: 2017/03/21 18:52:53 to 2017/03/22 08:17:33
arizona: From 2017/03/21 19:41:00 to 2017/03/22 08:30:50 - In Florida: 2017/03/21 21:41:00 to 2017/03/22 10:30:50
canary: From 2017/03/22 20:32:40 to 2017/03/23 07:06:19 - In Florida: 2017/03/22 16:32:40 to 2017/03/23 03:06:19

Perijove time (UTC): 2017/04/05 07:07:53 - In Florida 2017/04/05 03:07:53 
florida: From 2017/04/04 19:42:13 to 2017/04/05 07:27:39
cerra: From 2017/04/04 19:36:02 to 2017/04/05 08:14:33 - In Florida: 2017/04/04 18:36:02 to 2017/04/05 07:14:33
arizona: From 2017/04/04 19:50:35 to 2017/04/05 07:31:04 - In Florida: 2017/04/04 21:50:35 to 2017/04/05 09:31:04
canary: From 2017/04/05 20:29:46 to 2017/04/06 07:50:25 - In Florida: 2017/04/05 15:29:46 to 2017/04/06 02:50:25

Perijove time (UTC): 2017/04/19 06:05:27 - In Florida 2017/04/19 02:05:27 
florida: From 2017/04/18 19:49:52 to 2017/04/19 06:27:27
cerra: From 2017/04/18 19:20:18 to 2017/04/19 07:11:22 - In Florida: 2017/04/18 18:20:18 to 2017/04/19 06:11:22
arizona: From 2017/04/18 20:00:13 to 2017/04/19 06:31:07 - In Florida: 2017/04/18 22:00:13 to 2017/04/19 08:31:07
canary: From 2017/04/18 20:33:47 to 2017/04/19 07:11:55 - In Florida: 2017/04/18 15:33:47 to 2017/04/19 02:11:55

Perijove time (UTC): 2017/05/03 06:17:26 - In Florida 2017/05/03 02:17:26 
florida: From 2017/05/02 19:57:57 to 2017/05/03 05:27:45
cerra: From 2017/05/02 19:06:57 to 2017/05/03 06:09:05 - In Florida: 2017/05/02 18:06:57 to 2017/05/03 05:09:05
arizona: From 2017/05/02 20:10:09 to 2017/05/03 05:31:39 - In Florida: 2017/05/02 22:10:09 to 2017/05/03 07:31:39
canary: From 2017/05/02 20:41:57 to 2017/05/03 06:12:14 - In Florida: 2017/05/02 15:41:57 to 2017/05/03 01:12:14

Perijove time (UTC): 2017/05/17 05:14:57 - In Florida 2017/05/17 01:14:57 
florida: From 2017/05/16 20:06:13 to 2017/05/17 04:29:08
cerra: From 2017/05/16 17:57:00 to 2017/05/17 04:08:35 - In Florida: 2017/05/16 17:57:00 to 2017/05/17 04:08:35
arizona: From 2017/05/16 20:20:01 to 2017/05/17 04:33:11 - In Florida: 2017/05/16 22:20:01 to 2017/05/17 06:33:11
canary: From 2017/05/16 20:50:19 to 2017/05/17 05:13:36 - In Florida: 2017/05/16 15:50:19 to 2017/05/17 00:13:36

Perijove time (UTC): 2017/05/31 04:12:29 - In Florida 2017/05/31 00:12:29 
florida: From 2017/05/30 20:14:02 to 2017/05/31 03:31:58
cerra: From 2017/05/30 17:51:18 to 2017/05/31 03:10:28 - In Florida: 2017/05/30 17:51:18 to 2017/05/31 03:10:28
arizona: From 2017/05/30 20:29:01 to 2017/05/31 03:36:06 - In Florida: 2017/05/30 22:29:01 to 2017/05/31 05:36:06
canary: From 2017/05/30 20:58:12 to 2017/05/31 04:16:25 - In Florida: 2017/05/30 15:58:12 to 2017/05/30 23:16:25

Perijove time (UTC): 2017/06/14 03:10:03 - In Florida 2017/06/13 23:10:03 
florida: From 2017/06/13 20:20:07 to 2017/06/14 02:36:25
cerra: From 2017/06/13 17:50:06 to 2017/06/14 02:15:01 - In Florida: 2017/06/13 17:50:06 to 2017/06/14 02:15:01
arizona: From 2017/06/13 20:35:44 to 2017/06/14 02:40:34 - In Florida: 2017/06/13 22:35:44 to 2017/06/14 04:40:34
canary: From 2017/06/13 21:04:20 to 2017/06/14 03:20:51 - In Florida: 2017/06/13 16:04:20 to 2017/06/13 22:20:51

Perijove time (UTC): 2017/06/28 03:40:40 - In Florida 2017/06/27 23:40:40 
florida: From 2017/06/27 20:23:10 to 2017/06/28 01:42:32
cerra: From 2017/06/27 17:53:02 to 2017/06/28 01:22:12 - In Florida: 2017/06/27 17:53:02 to 2017/06/28 01:22:12
arizona: From 2017/06/27 20:38:47 to 2017/06/28 01:46:36 - In Florida: 2017/06/27 22:38:47 to 2017/06/28 03:46:36
canary: From 2017/06/27 21:07:27 to 2017/06/28 02:26:56 - In Florida: 2017/06/27 16:07:27 to 2017/06/27 21:26:56

Perijove time (UTC): 2017/07/12 02:38:12 - In Florida 2017/07/11 22:38:12 
florida: From 2017/07/11 20:22:08 to 2017/07/12 00:50:12
cerra: From 2017/07/11 17:59:02 to 2017/07/12 00:31:52 - In Florida: 2017/07/11 17:59:02 to 2017/07/12 00:31:52
arizona: From 2017/07/11 20:37:04 to 2017/07/12 00:54:06 - In Florida: 2017/07/11 22:37:04 to 2017/07/12 02:54:06
canary: From 2017/07/11 21:06:26 to 2017/07/12 01:34:34 - In Florida: 2017/07/11 16:06:26 to 2017/07/11 20:34:34

Perijove time (UTC): 2017/07/26 01:35:46 - In Florida 2017/07/25 21:35:46 
florida: From 2017/07/25 20:16:40 to 2017/07/25 23:59:16
cerra: From 2017/07/25 18:06:46 to 2017/07/25 23:43:45 - In Florida: 2017/07/25 18:06:46 to 2017/07/25 23:43:45
arizona: From 2017/07/25 20:30:23 to 2017/07/26 00:02:56 - In Florida: 2017/07/25 22:30:23 to 2017/07/26 02:02:56
canary: From 2017/07/25 21:00:57 to 2017/07/26 00:43:37 - In Florida: 2017/07/25 16:00:57 to 2017/07/25 19:43:37

Perijove time (UTC): 2017/08/09 00:33:19 - In Florida 2017/08/08 20:33:19 
florida: From 2017/08/08 20:07:01 to 2017/08/08 23:09:34
cerra: From 2017/08/08 18:14:59 to 2017/08/08 22:57:32 - In Florida: 2017/08/08 18:14:59 to 2017/08/08 22:57:32
arizona: From 2017/08/08 20:19:09 to 2017/08/08 23:12:57 - In Florida: 2017/08/08 22:19:09 to 2017/08/09 01:12:57
canary: From 2017/08/08 20:51:17 to 2017/08/08 23:53:53 - In Florida: 2017/08/08 15:51:17 to 2017/08/08 18:53:53

Perijove time (UTC): 2017/08/23 00:08:07 - In Florida 2017/08/22 20:08:07 
florida: From 2017/08/22 19:54:02 to 2017/08/22 22:20:55
cerra: From 2017/08/22 19:23:01 to 2017/08/22 23:12:54 - In Florida: 2017/08/22 18:23:01 to 2017/08/22 22:12:54
arizona: From 2017/08/22 20:04:20 to 2017/08/22 22:23:59 - In Florida: 2017/08/22 22:04:20 to 2017/08/23 00:23:59
canary: From 2017/08/22 20:38:15 to 2017/08/22 23:05:12 - In Florida: 2017/08/22 15:38:15 to 2017/08/22 18:05:12

Perijove time (UTC): 2017/09/05 23:05:44 - In Florida 2017/09/05 19:05:44 
florida: From 2017/09/05 19:38:45 to 2017/09/05 21:33:10
cerra: From 2017/09/05 19:30:41 to 2017/09/05 22:29:35 - In Florida: 2017/09/05 18:30:41 to 2017/09/05 21:29:35
arizona: From 2017/09/05 19:47:05 to 2017/09/05 21:35:52 - In Florida: 2017/09/05 21:47:05 to 2017/09/05 23:35:52
canary: From 2017/09/05 20:22:53 to 2017/09/05 22:17:26 - In Florida: 2017/09/05 15:22:53 to 2017/09/05 17:17:26

Perijove time (UTC): 2017/09/19 22:03:21 - In Florida 2017/09/19 18:03:21 
florida: From 2017/09/19 19:22:20 to 2017/09/19 20:46:09
cerra: From 2017/09/19 19:38:14 to 2017/09/19 21:47:16 - In Florida: 2017/09/19 18:38:14 to 2017/09/19 20:47:16
arizona: From 2017/09/19 19:28:39 to 2017/09/19 20:48:27 - In Florida: 2017/09/19 21:28:39 to 2017/09/19 22:48:27
canary: From 2017/09/19 20:06:22 to 2017/09/19 21:30:23 - In Florida: 2017/09/19 15:06:22 to 2017/09/19 16:30:23

Perijove time (UTC): 2017/10/03 21:00:55 - In Florida 2017/10/03 17:00:55 
florida: From 2017/10/03 19:06:01 to 2017/10/03 19:59:43
cerra: From 2017/10/03 19:46:13 to 2017/10/03 21:05:43 - In Florida: 2017/10/03 18:46:13 to 2017/10/03 20:05:43
arizona: From 2017/10/03 19:10:19 to 2017/10/03 20:01:37 - In Florida: 2017/10/03 21:10:19 to 2017/10/03 22:01:37
canary: From 2017/10/03 19:49:57 to 2017/10/03 20:43:55 - In Florida: 2017/10/03 14:49:57 to 2017/10/03 15:43:55

Perijove time (UTC): 2017/10/17 20:35:43 - In Florida 2017/10/17 16:35:43 
florida: From 2017/10/17 18:51:03 to 2017/10/17 19:13:43
cerra: From 2017/10/17 19:55:09 to 2017/10/17 20:24:39 - In Florida: 2017/10/17 18:55:09 to 2017/10/17 19:24:39
arizona: From 2017/10/17 18:53:21 to 2017/10/17 19:15:12 - In Florida: 2017/10/17 20:53:21 to 2017/10/17 21:15:12
canary: From 2017/10/17 19:34:51 to 2017/10/17 19:57:54 - In Florida: 2017/10/17 14:34:51 to 2017/10/17 14:57:54

Perijove time (UTC): 2017/10/31 19:33:14 - In Florida 2017/10/31 15:33:14 
florida: From 2017/11/01 07:13:48 to 2017/11/01 07:33:42
cerra: From 2017/11/01 06:39:36 to 2017/11/01 06:47:49 - In Florida: 2017/11/01 05:39:36 to 2017/11/01 05:47:49
arizona: From 2017/11/01 07:23:56 to 2017/11/01 07:45:05 - In Florida: 2017/11/01 09:23:56 to 2017/11/01 09:45:05
canary: From 2017/11/01 06:58:21 to 2017/11/01 07:17:39 - In Florida: 2017/11/01 02:58:21 to 2017/11/01 03:17:39

Perijove time (UTC): 2017/11/14 18:30:45 - In Florida 2017/11/14 13:30:45 
florida: From 2017/11/15 05:32:40 to 2017/11/15 06:44:06
cerra: From 2017/11/15 05:53:46 to 2017/11/15 06:38:21 - In Florida: 2017/11/15 03:53:46 to 2017/11/15 04:38:21
arizona: From 2017/11/15 05:43:12 to 2017/11/15 06:57:10 - In Florida: 2017/11/15 07:43:12 to 2017/11/15 08:57:10
canary: From 2017/11/15 06:17:15 to 2017/11/15 07:28:07 - In Florida: 2017/11/15 01:17:15 to 2017/11/15 02:28:07

Perijove time (UTC): 2017/11/28 17:28:16 - In Florida 2017/11/28 12:28:16 
florida: From 2017/11/29 04:51:13 to 2017/11/29 06:55:02
cerra: From 2017/11/29 05:07:53 to 2017/11/29 06:33:58 - In Florida: 2017/11/29 03:07:53 to 2017/11/29 04:33:58
arizona: From 2017/11/29 05:02:06 to 2017/11/29 07:09:26 - In Florida: 2017/11/29 07:02:06 to 2017/11/29 09:09:26
canary: From 2017/11/29 05:35:48 to 2017/11/29 07:39:07 - In Florida: 2017/11/29 00:35:48 to 2017/11/29 02:39:07

Perijove time (UTC): 2017/12/12 17:02:53 - In Florida 2017/12/12 12:02:53 
florida: From 2017/12/13 04:09:06 to 2017/12/13 07:05:00
cerra: From 2017/12/13 04:21:44 to 2017/12/13 06:35:11 - In Florida: 2017/12/13 02:21:44 to 2017/12/13 04:35:11
arizona: From 2017/12/13 04:20:20 to 2017/12/13 07:20:08 - In Florida: 2017/12/13 06:20:20 to 2017/12/13 09:20:08
canary: From 2017/12/13 04:53:43 to 2017/12/13 07:49:09 - In Florida: 2017/12/12 23:53:43 to 2017/12/13 02:49:09

Perijove time (UTC): 2017/12/26 16:00:20 - In Florida 2017/12/26 11:00:20 
florida: From 2017/12/27 03:26:01 to 2017/12/27 07:12:13
cerra: From 2017/12/27 03:35:04 to 2017/12/27 06:41:41 - In Florida: 2017/12/27 01:35:04 to 2017/12/27 04:41:41
arizona: From 2017/12/27 03:37:33 to 2017/12/27 07:27:24 - In Florida: 2017/12/27 05:37:33 to 2017/12/27 09:27:24
canary: From 2017/12/27 04:10:40 to 2017/12/27 07:56:25 - In Florida: 2017/12/26 23:10:40 to 2017/12/27 02:56:25

Perijove time (UTC): 2018/01/09 14:57:50 - In Florida 2018/01/09 09:57:50 
florida: From 2018/01/10 02:41:36 to 2018/01/10 07:15:04
cerra: From 2018/01/10 02:47:37 to 2018/01/10 06:51:58 - In Florida: 2018/01/10 00:47:37 to 2018/01/10 04:51:58
arizona: From 2018/01/10 02:53:23 to 2018/01/10 07:29:33 - In Florida: 2018/01/10 04:53:23 to 2018/01/10 09:29:33
canary: From 2018/01/10 03:26:17 to 2018/01/10 07:59:18 - In Florida: 2018/01/09 22:26:17 to 2018/01/10 02:59:18

Perijove time (UTC): 2018/01/23 13:55:18 - In Florida 2018/01/23 08:55:18 
florida: From 2018/01/24 01:55:29 to 2018/01/24 07:12:52
cerra: From 2018/01/24 01:59:04 to 2018/01/24 07:04:12 - In Florida: 2018/01/23 23:59:04 to 2018/01/24 05:04:12
arizona: From 2018/01/22 17:53:16 to 2018/01/23 12:47:53 - In Florida: 2018/01/22 19:53:16 to 2018/01/23 14:47:53
canary: From 2018/01/24 02:40:12 to 2018/01/24 07:57:05 - In Florida: 2018/01/23 21:40:12 to 2018/01/24 02:57:05

Perijove time (UTC): 2018/02/06 12:52:47 - In Florida 2018/02/06 07:52:47 
florida: From 2018/02/07 01:07:18 to 2018/02/07 07:05:43
cerra: From 2018/02/07 01:09:08 to 2018/02/07 07:16:30 - In Florida: 2018/02/06 23:09:08 to 2018/02/07 05:16:30
arizona: From 2018/02/05 18:06:10 to 2018/02/06 11:57:56 - In Florida: 2018/02/05 20:06:10 to 2018/02/06 13:57:56
canary: From 2018/02/07 01:52:03 to 2018/02/07 07:49:55 - In Florida: 2018/02/06 20:52:03 to 2018/02/07 02:49:55

Perijove time (UTC): 2018/02/20 11:39:44 - In Florida 2018/02/20 06:39:44 
florida: From 2018/02/19 18:16:26 to 2018/02/20 11:07:26
cerra: From 2018/02/21 00:17:30 to 2018/02/21 07:27:53 - In Florida: 2018/02/20 22:17:30 to 2018/02/21 05:27:53
arizona: From 2018/02/19 18:18:21 to 2018/02/20 11:06:19 - In Florida: 2018/02/19 20:18:21 to 2018/02/20 13:06:19
canary: From 2018/02/21 01:01:30 to 2018/02/21 07:38:42 - In Florida: 2018/02/20 20:01:30 to 2018/02/21 02:38:42

